id,published,lastModified,description,severity,cvssScore
CVE-2001-1235,2001-10-02T04:00:00.000,2025-04-03T01:03:51.193,"pSlash PHP script 0.7 and earlier allows remote attackers to execute arbitrary code by including files from remote web sites, using an HTTP request that modifies the includedir variable.",HIGH,
CVE-2001-1236,2001-10-02T04:00:00.000,2025-04-03T01:03:51.193,"myphpPagetool PHP script 0.4.3-1 and earlier allows remote attackers to execute arbitrary code by including files from remote web sites, using an HTTP request that modifies the includedir variable.",HIGH,
CVE-2001-1237,2001-10-02T04:00:00.000,2025-04-03T01:03:51.193,"Phormation PHP script 0.9.1 and earlier allows remote attackers to execute arbitrary code by including files from remote web sites, using an HTTP request that modifies the phormationdir variable.",HIGH,
CVE-2001-1255,2001-10-02T04:00:00.000,2025-04-03T01:03:51.193,"WinMySQLadmin 1.1 stores the MySQL password in plain text in the my.ini file, which allows local users to obtain unathorized access the MySQL database.",MEDIUM,
CVE-2001-1296,2001-10-02T04:00:00.000,2025-04-03T01:03:51.193,More.groupware PHP script allows remote attackers to include arbitrary files from remote web sites via an HTTP request that sets the includedir variable.,MEDIUM,
CVE-2001-1297,2001-10-02T04:00:00.000,2025-04-03T01:03:51.193,PHP remote file inclusion vulnerability in Actionpoll PHP script before 1.1.2 allows remote attackers to execute arbitrary PHP code via a URL in the includedir parameter.,HIGH,
CVE-2001-1298,2001-10-02T04:00:00.000,2025-04-03T01:03:51.193,Webodex PHP script 1.0 and earlier allows remote attackers to include arbitrary files from remote web sites via an HTTP request that sets the includedir variable.,MEDIUM,
CVE-2001-1299,2001-10-02T04:00:00.000,2025-04-03T01:03:51.193,Zorbat Zorbstats PHP script before 0.9 allows remote attackers to include arbitrary files from remote web sites via an HTTP request that sets the includedir variable.,MEDIUM,
CVE-2001-1419,2001-10-02T04:00:00.000,2025-04-03T01:03:51.193,"AOL Instant Messenger (AIM) 4.7.2480 and earlier allows remote attackers to cause a denial of service (application crash) via an instant message that contains a large amount of ""<!--"" HTML comments.",MEDIUM,
CVE-2001-1127,2001-10-05T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in Progress database 8.3D and 9.1C could allow a local user to execute arbitrary code via (1) _proapsv, (2) _mprosrv, (3) _mprshut, (4) orarx, (5) sqlcpp, (6) _probrkr, (7) _sqlschema and (8) _sqldump.",HIGH,
CVE-2001-1421,2001-10-06T04:00:00.000,2025-04-03T01:03:51.193,AOL Instant Messenger (AIM) 4.7 and earlier allows remote attackers to cause a denial of service (application crash) via a large number of different fonts followed by an HTML HR tag.,MEDIUM,
CVE-2001-1281,2001-10-12T04:00:00.000,2025-04-03T01:03:51.193,"Web Messaging Server for Ipswitch IMail 7.04 and earlier allows remote authenticated users to change information for other users by modifying the olduser parameter in the ""Change User Information"" web form.",MEDIUM,
CVE-2001-1283,2001-10-12T04:00:00.000,2025-04-03T01:03:51.193,"The webmail interface for Ipswitch IMail 7.04 and earlier allows remote authenticated users to cause a denial of service (crash) via a mailbox name that contains a large number of . (dot) or other characters to programs such as (1) readmail.cgi or (2) printmail.cgi, possibly due to a buffer overflow that may allow execution of arbitrary code.",HIGH,
CVE-2001-1284,2001-10-12T04:00:00.000,2025-04-03T01:03:51.193,"Ipswitch IMail 7.04 and earlier uses predictable session IDs for authentication, which allows remote attackers to hijack sessions of other users.",HIGH,
CVE-2001-1286,2001-10-12T04:00:00.000,2025-04-03T01:03:51.193,"Ipswitch IMail 7.04 and earlier stores a user's session ID in a URL, which could allow remote attackers to hijack sessions by obtaining the URL, e.g. via an HTML email that causes the Referrer to be sent to a URL under the attacker's control.",HIGH,
CVE-2001-1287,2001-10-12T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in Web Calendar in Ipswitch IMail 7.04 and earlier allows remote attackers to execute arbitrary code via a long HTTP GET request.,HIGH,
CVE-2001-1460,2001-10-13T04:00:00.000,2025-04-03T01:03:51.193,SQL injection vulnerability in article.php in PostNuke 0.62 through 0.64 allows remote attackers to bypass authentication via the user parameter.,HIGH,
CVE-2001-1458,2001-10-15T04:00:00.000,2025-04-03T01:03:51.193,"Directory traversal vulnerability in Novell GroupWise 5.5 and 6.0 allows remote attackers to read arbitrary files via a request for /servlet/webacc?User.html= that contains ""../"" (dot dot) sequences and a null character.",MEDIUM,
CVE-2001-0739,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,"Guardian Digital WebTool in EnGarde Secure Linux 1.0.1 allows restarted services to inherit some environmental variables, which could allow local users to gain root privileges.",HIGH,
CVE-2001-0743,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,Paging function in O'Reilly WebBoard Pager 4.10 allows remote attackers to cause a denial of service via a message with an escaped ' character followed by JavaScript commands.,MEDIUM,
CVE-2001-0745,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,"Netscape 4.7x allows remote attackers to obtain sensitive information such as the user's login, mailbox location and installation path via Javascript that accesses the mailbox: URL in the document.referrer property.",MEDIUM,
CVE-2001-0746,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in Web Publisher in iPlanet Web Server Enterprise Edition 4.1 and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary code via a request for a long URI with (1) GETPROPERTIES, (2) GETATTRIBUTENAMES, or other methods.",HIGH,
CVE-2001-0747,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in iPlanet Web Server (iWS) Enterprise Edition 4.1, service packs 3 through 7, allows remote attackers to cause a denial of service and possibly execute arbitrary code via a long method name in an HTTP request.",HIGH,
CVE-2001-0760,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,Citrix Nfuse 1.51 allows remote attackers to obtain the absolute path of the web root via a malformed request to launch.asp that does not provide the session field.,MEDIUM,
CVE-2001-0761,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in HttpSave.dll in Trend Micro InterScan WebManager 1.2 allows remote attackers to execute arbitrary code via a long value to a certain parameter.,HIGH,
CVE-2001-0777,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,Omnicron OmniHTTPd 2.0.8 allows remote attackers to cause a denial of service (memory exhaustion) via a series of requests for PHP scripts.,MEDIUM,
CVE-2001-0778,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,OmniHTTPd 2.0.8 and earlier allow remote attackers to obtain source code via a GET request with the URL-encoded symbol for a space (%20).,MEDIUM,
CVE-2001-0785,2001-10-18T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal in Webpaging interface in Internet Software Solutions Air Messenger LAN Server (AMLServer) 3.4.2 allows allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2001-1461,2001-10-22T04:00:00.000,2025-04-03T01:03:51.193,"Directory traversal vulnerability in WebID in RSA Security SecurID 5.0 as used by ACE/Agent for Windows, Windows NT and Windows 2000 allows attackers to access restricted resources via URL-encoded (1) /.. or (2) \.. sequences.",HIGH,
CVE-2001-1462,2001-10-24T04:00:00.000,2025-04-03T01:03:51.193,"WebID in RSA Security SecurID 5.0 as used by ACE/Agent for Windows, Windows NT and Windows 2000 allows attackers to cause the WebID agent to enter debug mode via a URL containing null characters, which may allow attackers to obtain sensitive information.",HIGH,
CVE-2001-0535,2001-10-30T05:00:00.000,2025-04-03T01:03:51.193,"Example applications (Exampleapps) in ColdFusion Server 4.x do not properly restrict prevent access from outside the local host's domain, which allows remote attackers to conduct upload, read, or execute files by spoofing the ""HTTP Host"" (CGI.Host) variable in (1) the ""Web Publish"" example script, and (2) the ""Email"" example script.",HIGH,
CVE-2001-0660,2001-10-30T05:00:00.000,2025-04-03T01:03:51.193,"Outlook Web Access (OWA) in Microsoft Exchange 5.5, SP4 and earlier, allows remote attackers to identify valid user email addresses by directly accessing a back-end function that processes the global address list (GAL).",MEDIUM,
CVE-2001-0665,2001-10-30T05:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 6 and earlier allows remote attackers to cause certain HTTP requests to be automatically executed and appear to come from the user, which could allow attackers to gain privileges or execute operations within web-based services, aka the ""HTTP Request Encoding vulnerability.""",HIGH,
CVE-2001-0666,2001-10-30T05:00:00.000,2025-04-03T01:03:51.193,Outlook Web Access (OWA) in Microsoft Exchange 2000 allows an authenticated user to cause a denial of service (CPU consumption) via a malformed OWA request for a deeply nested folder within the user's mailbox.,LOW,
CVE-2001-0669,2001-10-30T05:00:00.000,2025-04-03T01:03:51.193,"Various Intrusion Detection Systems (IDS) including (1) Cisco Secure Intrusion Detection System, (2) Cisco Catalyst 6000 Intrusion Detection System Module, (3) Dragon Sensor 4.x, (4) Snort before 1.8.1, (5) ISS RealSecure Network Sensor 5.x and 6.x before XPU 3.2, and (6) ISS RealSecure Server Sensor 5.5 and 6.0 for Windows, allow remote attackers to evade detection of HTTP attacks via non-standard ""%u"" Unicode encoding of ASCII characters in the requested URL.",HIGH,
CVE-2001-0728,2001-10-30T05:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in Compaq Management Agents before 5.2, included in Compaq Web-enabled Management Software, allows local users to gain privileges.",MEDIUM,
CVE-2001-0730,2001-10-30T05:00:00.000,2025-04-03T01:03:51.193,split-logfile in Apache 1.3.20 allows remote attackers to overwrite arbitrary files that end in the .log extension via an HTTP request with a / (slash) in the Host: header.,MEDIUM,
CVE-2001-0894,2001-11-11T05:00:00.000,2025-04-03T01:03:51.193,"Vulnerability in Postfix SMTP server before 20010228-pl07, when configured to email the postmaster when SMTP errors cause the session to terminate, allows remote attackers to cause a denial of service (memory exhaustion) by generating a large number of SMTP errors, which forces the SMTP session log to grow too large.",MEDIUM,
CVE-2001-0892,2001-11-13T05:00:00.000,2025-04-03T01:03:51.193,"Acme Thttpd Secure Webserver before 2.22, with the chroot option enabled, allows remote attackers to view sensitive files under the document root (such as .htpasswd) via a GET request with a trailing /.",MEDIUM,
CVE-2001-0893,2001-11-13T05:00:00.000,2025-04-03T01:03:51.193,Acme mini_httpd before 1.16 allows remote attackers to view sensitive files under the document root (such as .htpasswd) via a GET request with a trailing /.,MEDIUM,
CVE-2001-0723,2001-11-14T05:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.5 and 6.0 allows remote attackers to read and modify user cookies via Javascript, aka the ""Second Cookie Handling Vulnerability.""",MEDIUM,
CVE-2001-0897,2001-11-15T05:00:00.000,2025-04-03T01:03:51.193,Cross-site scripting vulnerability in Infopop Ultimate Bulletin Board (UBB) before 5.47e allows remote attackers to steal user cookies via an [IMG] tag that references an about: URL with an onerror field.,MEDIUM,
CVE-2001-0898,2001-11-15T05:00:00.000,2025-04-03T01:03:51.193,Opera 6.0 and earlier allows remote attackers to access sensitive information such as cookies and links for other domains via Javascript that uses setTimeout to (1) access data after a new window to the domain has been opened or (2) access data via about:cache.,MEDIUM,
CVE-2001-0899,2001-11-16T05:00:00.000,2025-04-03T01:03:51.193,Network Tools 0.2 for PHP-Nuke allows remote attackers to execute commands on the server via shell metacharacters in the $hostinput variable.,HIGH,
CVE-2001-0900,2001-11-18T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in modules.php in Gallery before 1.2.3 allows remote attackers to read arbitrary files via a .. (dot dot) in the include parameter.,MEDIUM,
CVE-2001-0901,2001-11-19T05:00:00.000,2025-04-03T01:03:51.193,"Hypermail allows remote attackers to execute arbitrary commands on a server supporting SSI via an attachment with a .shtml extension, which is archived on the server and can then be executed by requesting the URL for the attachment.",HIGH,
CVE-2001-0902,2001-11-20T05:00:00.000,2025-04-03T01:03:51.193,Microsoft IIS 5.0 allows remote attackers to spoof web log entries via an HTTP request that includes hex-encoded newline or form-feed characters.,HIGH,
CVE-2001-0904,2001-11-20T05:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.5 and 6 with the Q312461 (MS01-055) patch modifies the HTTP_USER_AGENT (UserAgent) information that indicates that the patch has been installed, which could allow remote malicious web sites to more easily identify and exploit vulnerable clients.",MEDIUM,
CVE-2001-0911,2001-11-21T05:00:00.000,2025-04-03T01:03:51.193,"PHP-Nuke 5.1 stores user and administrator passwords in a base-64 encoded cookie, which could allow remote attackers to gain privileges by stealing or sniffing the cookie and decoding it.",HIGH,
CVE-2001-0917,2001-11-22T05:00:00.000,2025-04-03T01:03:51.193,Jakarta Tomcat 4.0.1 allows remote attackers to reveal physical path information by requesting a long URL with a .JSP extension.,MEDIUM,
CVE-2001-0924,2001-11-22T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in ifx CGI program in Informix Web DataBlade allows remote attackers to read arbitrary files via a .. (dot dot) in the LO parameter.,MEDIUM,
CVE-2001-1350,2001-11-25T05:00:00.000,2025-04-03T01:03:51.193,Cross-site scripting vulnerability in namazu.cgi for Namazu 2.0.7 and earlier allows remote attackers to execute arbitrary Javascript as other web users via the lang parameter.,HIGH,
CVE-2001-0919,2001-11-26T05:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.50.4134.0100 on Windows ME with ""Prompt to allow cookies to be stored on your machine"" enabled does not warn a user when a cookie is set using Javascript.",MEDIUM,
CVE-2001-0922,2001-11-26T05:00:00.000,2025-04-03T01:03:51.193,"ndcgi.exe in Netdynamics 4.x through 5.x, and possibly earlier versions, allows remote attackers to steal session IDs and hijack user sessions by reading the SPIDERSESSION and uniqueValue variables from the login field, then using those variables after the next user logs in.",HIGH,
CVE-2001-0868,2001-11-28T05:00:00.000,2025-04-03T01:03:51.193,Red Hat Stronghold 2.3 to 3.0 allows remote attackers to retrieve system information via an HTTP GET request to (1) stronghold-info or (2) stronghold-status.,MEDIUM,
CVE-2001-0926,2001-11-28T05:00:00.000,2025-04-03T01:03:51.193,"SSIFilter in Allaire JRun 3.1, 3.0 and 2.3.3 allows remote attackers to obtain source code for Java server pages (.jsp) and other files in the web root via an HTTP request for a non-existent SSI page, in which the request's body has an #include statement.",MEDIUM,
CVE-2001-1449,2001-11-28T05:00:00.000,2025-04-03T01:03:51.193,The default installation of Apache before 1.3.19 on Mandrake Linux 7.1 through 8.0 and Linux Corporate Server 1.0.1 allows remote attackers to list the directory index of arbitrary web directories.,HIGH,
CVE-2001-1437,2001-12-01T05:00:00.000,2025-04-03T01:03:51.193,"easyScripts easyNews 1.5 allows remote attackers to obtain the full path of the web root via a view request with a non-integer news message id field, which leaks the path in a PHP error message when the script times out.",HIGH,
CVE-2001-0948,2001-12-04T05:00:00.000,2025-04-03T01:03:51.193,"Cross-site scripting (CSS) vulnerability in ValiCert Enterprise Validation Authority (EVA) 3.3 through 4.2.1 allows remote attackers to execute arbitrary code or display false information by including HTML or script in the certificate's description, which is executed when the certificate is viewed.",HIGH,
CVE-2001-0950,2001-12-04T05:00:00.000,2025-04-03T01:03:51.193,"ValiCert Enterprise Validation Authority (EVA) Administration Server 3.3 through 4.2.1 uses insufficiently random data to (1) generate session tokens for HSMs using the C rand function, or (2) generate certificates or keys using /dev/urandom instead of another source which blocks when the entropy pool is low, which could make it easier for local or remote attackers to steal tokens or certificates via brute force guessing.",HIGH,
CVE-2001-0722,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.5 and 6.0 allows remote attackers to read and modify user cookies via Javascript in an about: URL, aka the ""First Cookie Handling Vulnerability.""",MEDIUM,
CVE-2001-0726,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"Outlook Web Access (OWA) in Microsoft Exchange 5.5 Server, when used with Internet Explorer, does not properly detect certain inline script, which can allow remote attackers to perform arbitrary actions on a user's Exchange mailbox via an HTML e-mail message.",HIGH,
CVE-2001-0805,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in ttawebtop.cgi in Tarantella Enterprise 3.00 and 3.01 allows remote attackers to read arbitrary files via a .. (dot dot) in the pg parameter.,MEDIUM,
CVE-2001-0807,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.0, and possibly other versions, may allow remote attackers (malicious web pages) to read known text files from a client's hard drive via a SCRIPT tag with a SRC value that points to the text file.",LOW,
CVE-2001-0808,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,gnatsweb.pl in GNATS GnatsWeb 2.7 through 3.95 allows remote attackers to execute arbitrary commands via certain characters in the help_file parameter.,HIGH,
CVE-2001-0815,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in PerlIS.dll in Activestate ActivePerl 5.6.1.629 and earlier allows remote attackers to execute arbitrary code via an HTTP request for a long filename that ends in a .pl extension.,HIGH,
CVE-2001-0820,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"Buffer overflows in GazTek ghttpd 1.4 allows a remote attacker to execute arbitrary code via long arguments that are passed to (1) the Log function in util.c, or (2) serveconnection in protocol.c.",HIGH,
CVE-2001-0821,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"The default configuration of DCShop 1.002 beta places sensitive files in the cgi-bin directory, which could allow remote attackers to read sensitive data via an HTTP GET request for (1) orders.txt or (2) auth_user_file.txt.",MEDIUM,
CVE-2001-0824,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"Cross-site scripting vulnerability in IBM WebSphere 3.02 and 3.5 FP2 allows remote attackers to execute Javascript by inserting the Javascript into (1) a request for a .JSP file, or (2) a request to the webapp/examples/ directory, which inserts the Javascript into an error page.",HIGH,
CVE-2001-0828,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"A cross-site scripting vulnerability in Caucho Technology Resin before 1.2.4 allows a malicious webmaster to embed Javascript in a hyperlink that ends in a .jsp extension, which causes an error message that does not properly quote the Javascript.",MEDIUM,
CVE-2001-0829,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"A cross-site scripting vulnerability in Apache Tomcat 3.2.1 allows a malicious webmaster to embed Javascript in a request for a .JSP file, which causes the Javascript to be inserted into an error message.",MEDIUM,
CVE-2001-0831,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"Unknown vulnerability in Oracle Label Security in Oracle 8.1.7 and 9.0.1, when audit functionality, SET_LABEL, or SQL*Predicate is being used, allows local users to gain additional access.",MEDIUM,
CVE-2001-0835,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"Cross-site scripting vulnerability in Webalizer 2.01-06, and possibly other versions, allows remote attackers to inject arbitrary HTML tags by specifying them in (1) search keywords embedded in HTTP referrer information, or (2) host names that are retrieved via a reverse DNS lookup.",HIGH,
CVE-2001-0836,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in Oracle9iAS Web Cache 2.0.0.1 allows remote attackers to execute arbitrary code via a long HTTP GET request.,HIGH,
CVE-2001-0837,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"DeltaThree Pc-To-Phone 3.0.3 places sensitive data in world-readable locations in the installation directory, which allows local users to read the information in (1) temp.html, (2) the log folder, and (3) the PhoneBook folder.",LOW,
CVE-2001-0841,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Search.cgi in Ikonboard ib219 and earlier allows remote attackers to overwrite files and gain privileges via .. (dot dot) sequences in the amembernamecookie cookie.,HIGH,
CVE-2001-0842,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Search.cgi in Leoboard LB5000 LB5000II 1029 and earlier allows remote attackers to overwrite files and gain privileges via .. (dot dot) sequences in the amembernamecookie cookie.,HIGH,
CVE-2001-0846,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,Lotus Domino 5.x allows remote attackers to read files or execute arbitrary code by requesting the ReplicaID of the Web Administrator template file (webadmin.ntf).,HIGH,
CVE-2001-0847,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"Lotus Domino Web Server 5.x allows remote attackers to gain sensitive information by accessing the default navigator $defaultNav via (1) URL encoding the request, or (2) directly requesting the ReplicaID.",HIGH,
CVE-2001-0848,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,join.cfm in e-Zone Media Fuse Talk allows a local user to execute arbitrary SQL code via a semi-colon (;) in a form variable.,MEDIUM,
CVE-2001-0851,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"Linux kernel 2.0, 2.2 and 2.4 with syncookies enabled allows remote attackers to bypass firewall rules by brute force guessing the cookie.",MEDIUM,
CVE-2001-0852,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,TUX HTTP server 2.1.0-2 in Red Hat Linux allows remote attackers to cause a denial of service via a long Host: header.,MEDIUM,
CVE-2001-0854,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,"PHP-Nuke 5.2 allows remote attackers to copy and delete arbitrary files by calling case.filemanager.php with admin.php as an argument, which sets the $PHP_SELF variable and makes it appear that case.filemanager.php is being called by admin.php instead of the user.",MEDIUM,
CVE-2001-0857,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,Cross-site scripting vulnerability in status.php3 in Imp Webmail 2.2.6 and earlier allows remote attackers to gain access to the e-mail of other users by hijacking session cookies via the message parameter.,HIGH,
CVE-2001-1247,2001-12-06T05:00:00.000,2025-04-03T01:03:51.193,PHP 4.0.4pl1 and 4.0.5 in safe mode allows remote attackers to read and write files owned by the web server UID by uploading a PHP script that uses the error_log function to access the files.,MEDIUM,
CVE-2001-0953,2001-12-08T05:00:00.000,2025-04-03T01:03:51.193,"Kebi WebMail allows remote attackers to access the administrator menu and gain privileges via the /a/ hidden directory, which is installed under the web document root.",HIGH,
CVE-2001-1186,2001-12-11T05:00:00.000,2025-04-03T01:03:51.193,"Microsoft IIS 5.0 allows remote attackers to cause a denial of service via an HTTP request with a content-length value that is larger than the size of the request, which prevents IIS from timing out the connection.",MEDIUM,
CVE-2001-1191,2001-12-11T05:00:00.000,2025-04-03T01:03:51.193,WebSeal in IBM Tivoli SecureWay Policy Director 3.8 allows remote attackers to cause a denial of service (crash) via a URL that ends in %2e.,MEDIUM,
CVE-2001-0874,2001-12-13T05:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.5 and 6.0 allow remote attackers to read certain files via HTML that passes information from a frame in the client's domain to a frame in the web site's domain, a variant of the ""Frame Domain Verification"" vulnerability.",MEDIUM,
CVE-2001-1189,2001-12-13T05:00:00.000,2025-04-03T01:03:51.193,"IBM Websphere Application Server 3.5.3 and earlier stores a password in cleartext in the sas.server.props file, which allows local users to obtain the passwords via a JSP script.",MEDIUM,
CVE-2001-1192,2001-12-13T05:00:00.000,2025-04-03T01:03:51.193,"Citrix Independent Computing Architecture (ICA) Client for Windows 6.1 allows remote malicious web sites to execute arbitrary code via a .ICA file, which is downloaded and automatically executed by the client.",HIGH,
CVE-2001-1214,2001-12-15T05:00:00.000,2025-04-03T01:03:51.193,manual.php in Marcus S. Xenakis Unix Manual 1.0 allows remote attackers to execute arbitrary code via a URL that contains shell metacharacters.,HIGH,
CVE-2001-1196,2001-12-17T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in edit_action.cgi of Webmin Directory 0.91 allows attackers to gain privileges via a '..' (dot dot) in the argument.,HIGH,
CVE-2001-1199,2001-12-17T05:00:00.000,2025-04-03T01:03:51.193,"Cross-site scripting vulnerability in agora.cgi for Agora 3.0a through 4.0g, when debug mode is enabled, allows remote attackers to execute Javascript on other clients via the cart_id parameter.",HIGH,
CVE-2001-1212,2001-12-18T05:00:00.000,2025-04-03T01:03:51.193,Cross-site scripting vulnerability in catgy.cgi for Aktivate 1.03 allows remote attackers to execute arbitrary Javascript via the desc parameter.,MEDIUM,
CVE-2001-0542,2001-12-20T05:00:00.000,2025-04-03T01:03:51.193,"Buffer overflows in Microsoft SQL Server 7.0 and 2000 allow attackers with access to SQL Server to execute arbitrary code through the functions (1) raiserror, (2) formatmessage, or (3) xp_sprintf.  NOTE: the C runtime format string vulnerability reported in MS01-060 is identified by CVE-2001-0879.",HIGH,
CVE-2001-0879,2001-12-20T05:00:00.000,2025-04-03T01:03:51.193,Format string vulnerability in the C runtime functions in SQL Server 7.0 and 2000 allows attackers to cause a denial of service.,MEDIUM,
CVE-2001-1219,2001-12-20T05:00:00.000,2025-04-03T01:03:51.193,Microsoft Internet Explorer 6.0 and earlier allows malicious website operators to cause a denial of service (client crash) via JavaScript that continually refreshes the window via self.location.,MEDIUM,
CVE-2001-0870,2001-12-21T05:00:00.000,2025-04-03T01:03:51.193,"HTTP server in Alchemy Eye and Alchemy Network Monitor 1.9x through 2.6.18 is enabled without authentication by default, which allows remote attackers to obtain network monitoring logs with potentially sensitive information by directly requesting the eye.ini file.",MEDIUM,
CVE-2001-0871,2001-12-21T05:00:00.000,2025-04-03T01:03:51.193,"Directory traversal vulnerability in HTTP server for Alchemy Eye and Alchemy Network Monitor allows remote attackers to execute arbitrary commands via an HTTP request containing (1) a .. in versions 2.0 through 2.6.18, or (2) a DOS device name followed by a .. in versions 2.6.19 through 3.0.10.",HIGH,
CVE-2001-0884,2001-12-21T05:00:00.000,2025-04-03T01:03:51.193,Cross-site scripting vulnerability in Mailman email archiver before 2.08 allows attackers to obtain sensitive information or authentication credentials via a malicious link that is accessed by other web users.,MEDIUM,
CVE-2001-1216,2001-12-21T05:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in PL/SQL Apache module in Oracle 9i Application Server allows remote attackers to execute arbitrary code via a long request for a help page.,HIGH,
CVE-2001-1217,2001-12-21T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in PL/SQL Apache module in Oracle Oracle 9i Application Server allows remote attackers to access sensitive information via a double encoded URL with .. (dot dot) sequences.,MEDIUM,
CVE-2001-1224,2001-12-23T05:00:00.000,2025-04-03T01:03:51.193,get_input in adrotate.pm for Les VanBrunt AdRotate Pro 2.0 allows remote attackers to modify the database and possibly execute arbitrary commands via a SQL code injection attack.,HIGH,
CVE-2001-1226,2001-12-25T05:00:00.000,2025-04-03T01:03:51.193,"AdCycle 1.17 and earlier allow remote attackers to modify SQL queries, which are not properly sanitized before being passed to the MySQL database.",MEDIUM,
CVE-2001-1351,2001-12-25T05:00:00.000,2025-04-03T01:03:51.193,Cross-site scripting vulnerability in Namazu 2.0.8 and earlier allows remote attackers to execute arbitrary Javascript as other web users via the index file name that is displayed when displaying hit numbers.,HIGH,
CVE-2001-1223,2001-12-26T05:00:00.000,2025-04-03T01:03:51.193,"The web administration server for ELSA Lancom 1100 Office does not require authentication, which allows arbitrary remote attackers to gain administrative privileges by connecting to the server.",HIGH,
CVE-2001-1225,2001-12-26T05:00:00.000,2025-04-03T01:03:51.193,"Hughes Technology Mini SQL 2.0.10 through 2.0.12 allows local users to cause a denial of service by creating a very large array in a table, which causes miniSQL to crash when the table is queried.",LOW,
CVE-2001-1352,2001-12-27T05:00:00.000,2025-04-03T01:03:51.193,Cross-site scripting vulnerability in Namazu 2.0.9 and earlier allows remote attackers to execute arbitrary Javascript as other web users via an error message that is returned when an invalid index file is specified in the idxname parameter.,HIGH,
CVE-2001-1202,2001-12-28T05:00:00.000,2025-04-03T01:03:51.193,"Cross-site scripting vulnerability in DeleGate 7.7.0 and 7.7.1 does not quote scripting commands within a ""403 Forbidden"" error page, which allows remote attackers to execute arbitrary Javascript on other clients via a URL that generates an error.",HIGH,
CVE-2001-1204,2001-12-28T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in phprocketaddin in Total PC Solutions PHP Rocket Add-in for FrontPage 1.0 allows remote attackers to read arbitrary files via a .. (dot dot) in the page parameter.,MEDIUM,
CVE-2001-1432,2001-12-29T05:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Cherokee Web Server allows remote attackers to read arbitrary files via a .. (dot dot) in the URL.,HIGH,
CVE-2001-1433,2001-12-29T05:00:00.000,2025-04-03T01:03:51.193,"Cherokee web server before 0.2.7 does not properly drop root privileges after binding to port 80, which could allow remote attackers to gain privileges via other vulnerabilities.",HIGH,
